27.07.202016:30:31;13244671;10094297;10613149;11903072;3220769;3290702;0;0;;
27.07.202016:30:32;13244574;10091789;10628152;11905869;3220675;3286605;1;0;;
27.07.202016:30:33;13240827;10099425;10612695;11906537;3210102;3271801;2;0;;
27.07.202016:30:34;13243175;10097349;10610362;11902452;3190348;3250387;3;0;;
27.07.202016:30:35;13244111;10091575;10629520;11905448;3184532;3252053;4;0;;
27.07.202016:30:36;13240854;10099932;10609683;11906581;3194836;3259985;5;0;;
27.07.202016:30:37;13243953;10095056;10614498;11903821;3206243;3266462;6;0;;
27.07.202016:30:38;13244412;10092268;10627645;11905531;3200994;3261882;7;0;;
27.07.202016:30:39;13241368;10099860;10609744;11905696;3197552;3261574;8;0;;
27.07.202016:30:40;13241839;10095572;10620571;11905119;3200443;3262170;9;0;;
27.07.202016:30:41;13242000;10096782;10615198;11905366;3201465;3259494;10;0;;
27.07.202016:30:42;13243159;10094036;10623050;11905658;3201289;3259110;11;0;;
27.07.202016:30:43;13242612;10097193;10614749;11905377;3202139;3261909;12;0;;
27.07.202016:30:44;13244357;10094087;10616314;11903870;3202693;3257289;13;0;;
27.07.202016:30:45;13242887;10092997;10629310;11905680;3186593;3242412;14;0;;
27.07.202016:30:46;13242597;10097411;10614428;11905869;3160452;3224408;15;0;;
27.07.202016:30:47;13244408;10093295;10617895;11904001;3158824;3233874;16;0;;
27.07.202016:30:48;13244144;10092692;10625508;11905822;3183605;3254242;17;0;;
27.07.202016:30:49;13241630;10098600;10610644;11905823;3198850;3261302;18;0;;
27.07.202016:30:50;13243839;10094385;10619633;11903758;3198301;3257281;19;0;;
27.07.202016:30:51;13244194;10091685;10627423;11906224;3192012;3253229;20;0;;
27.07.202016:30:52;13242568;10098810;10609968;11905578;3182649;3247781;21;0;;
27.07.202016:30:53;13245495;10093324;10621344;11904068;3182634;3249947;22;0;;
27.07.202016:30:54;13243300;10095364;10620851;11906034;3190398;3259614;23;0;;
27.07.202016:30:55;13242846;10098055;10611981;11904989;3197744;3262394;24;0;;
27.07.202016:30:56;13244944;10092176;10627428;11904242;3195854;3261881;25;0;;
