27.07.202014:06:04;12961596;10405804;10789941;11718162;3205701;3307535;0;0;;
27.07.202014:06:05;12961526;10405711;10789926;11718186;3218579;3317274;1;0;;
27.07.202014:06:06;12961501;10405506;10789806;11718406;3218212;3316711;2;0;;
27.07.202014:06:07;12961674;10405603;10789958;11718527;3218502;3317211;3;0;;
27.07.202014:06:08;12961585;10405501;10789690;11718531;3208620;3308991;4;0;;
27.07.202014:06:09;12961615;10405884;10790765;11718434;3200993;3302984;5;0;;
27.07.202014:06:10;12961359;10405556;10790688;11718699;3196961;3300201;6;0;;
27.07.202014:06:11;12961843;10405790;10789895;11718494;3198218;3303033;7;0;;
27.07.202014:06:12;12961895;10405958;10789829;11718211;3197387;3298459;8;0;;
27.07.202014:06:13;12961895;10405969;10789844;11718147;3193972;3297319;9;0;;
27.07.202014:06:14;12961746;10405929;10789870;11718168;3185257;3289519;10;0;;
27.07.202014:06:15;12961901;10406145;10789982;11718096;3180834;3286446;11;0;;
27.07.202014:06:16;12961926;10405897;10789598;11718133;3178364;3286817;12;0;;
27.07.202014:06:17;12961770;10405824;10789318;11718182;3186103;3291300;13;0;;
27.07.202014:06:18;12961729;10405832;10789908;11718253;3191718;3293889;14;0;;
27.07.202014:06:19;12961611;10405899;10789732;11718064;3184956;3286772;15;0;;
27.07.202014:06:20;12961246;10405756;10790213;11718120;3179110;3282501;16;0;;
27.07.202014:06:21;12961440;10405891;10790107;11718204;3189498;3293036;17;0;;
27.07.202014:06:22;12961521;10405771;10789764;11718270;3204146;3304522;18;0;;
27.07.202014:06:23;12961611;10405910;10789882;11718141;3216857;3312656;19;0;;
27.07.202014:06:24;12961667;10405943;10789801;11717890;3217886;3316870;20;0;;
27.07.202014:06:25;12961518;10405955;10790392;11718094;3220279;3313529;21;0;;
27.07.202014:06:26;12961719;10405951;10790419;11718366;3211925;3301292;22;0;;
27.07.202014:06:27;12961789;10405785;10789517;11718214;3196972;3287213;23;0;;
27.07.202014:06:28;12961653;10405738;10790041;11718315;3196217;3289791;24;0;;
27.07.202014:06:29;12961349;10405869;10790036;11718059;3202365;3292378;25;0;;
27.07.202014:06:30;12961104;10405549;10790061;11718341;3208198;3295572;26;0;;
27.07.202014:06:31;12961165;10405669;10790600;11718495;3198783;3288126;27;0;;
27.07.202014:06:32;12961185;10405514;10790281;11718417;3188508;3279909;28;0;;
27.07.202014:06:33;12961144;10405559;10790592;11718332;3186305;3279226;29;0;;
27.07.202014:06:34;12961088;10405642;10789836;11718185;3194825;3284723;30;0;;
27.07.202014:06:35;12961229;10405621;10790395;11718333;3203632;3289424;31;0;;
27.07.202014:06:36;12961116;10405297;10790544;11718631;3209532;3295074;32;0;;
27.07.202014:06:37;12961173;10405293;10789847;11718560;3204137;3284761;33;0;;
27.07.202014:06:38;12961224;10405273;10789936;11718516;3182324;3264700;34;0;;
27.07.202014:06:39;12961214;10405441;10790036;11718396;3159497;3252587;35;0;;
27.07.202014:06:40;12961414;10405442;10790008;11718609;3162837;3263897;36;0;;
27.07.202014:06:41;12961549;10405349;10789807;11718645;3183113;3278758;37;0;;
27.07.202014:06:42;12961540;10405177;10789879;11718805;3198685;3287659;38;0;;
27.07.202014:06:43;12961178;10405344;10790286;11718822;3199239;3284159;39;0;;
27.07.202014:06:44;12961353;10405531;10790287;11718651;3193195;3279424;40;0;;
